V1;V2;V3;V4;V5;V6;V7
1007;4925_8#12;T9N9;NA;ERS008004;80.5;Tong;T009_N09_C01
1008;12162_7#11;T9N9_C1;ST239;ERS255198;117.44;current;T009_N09_C02
1009;12162_7#12;T9N9_C2;ST239;ERS255199;119.84;current;T009_N09_C03
1010;12162_7#13;T9N9_C3;ST239;ERS255200;128.48;current;T009_N09_C04
1011;12162_7#14;T9N9_C4;ST239;ERS255201;122.72;current;T009_N09_C05
1012;12162_7#15;T9N9_C5;ST239;ERS255202;126.96;current;T009_N09_C06
1013;12162_7#16;T9N9_C6;ST239;ERS255203;115.56;current;T009_N09_C07
1014;12162_7#17;T9N9_C7;ST239;ERS255204;115.16;current;T009_N09_C08
1015;12162_7#18;T9N9_C8;ST239;ERS255205;111.93;current;T009_N09_C09
1016;12162_7#91;T9T3;ST239;ERS255278;99.06;current;T009_T03_C01
1017;12162_7#92;T9T4;ST239;ERS255279;101.31;current;T009_T04_C01
1018;12162_7#93;T9T5;ST239;ERS255280;109.77;current;T009_T05_C01
1019;12378_8#1;T9T6;ST239;ERS255281;136.36;current;T009_T06_C01
